ProgramID,Reference
444,https://github.com/Beyarz/Cve-api
445,https://github.com/sjvermeu/cvechecker
446,http://cve-search.github.io/cve-search
448,https://github.com/chamli/CyberCrowl
449,https://github.com/medbenali/CyberScan
450,http://cymothoa.sourceforge.net/
450,https://tools.kali.org/maintaining-access/cymothoa
451,https://github.com/Ekultek/Dagon
452,https://github.com/hahwul/dalfox
453,https://github.com/504ensicsLabs/DAMM
454,https://github.com/SideChannelMarvels/Daredevil
455,https://github.com/bats3c/darkarmour
456,http://packetstormsecurity.com/files/111510/darkBing-SQL-Scanner.1.html
457,http://packetstormsecurity.com/files/117403/Dark-D0rk3r.0.html
458,http://rafale.org/~mattoufoutu/darkc0de.com/c0de/c/
459,https://github.com/josh0xA/darkdump
460,http://sourceforge.net/projects/darkjumper/
461,https://github.com/BlackArch/darkmysqli
462,https://github.com/itsmehacker/DarkScrape
463,https://github.com/M4cs/DarkSpiritz
464,https://unix4lyfe.org/darkstat/
465,https://github.com/nccgroup/DatajackProxy
466,https://github.com/upgoingstar/datasploit
467,http://websecurity.com.ua/davoset/
468,https://github.com/Graph-X/davscan
469,http://code.google.com/p/davtest/
469,https://tools.kali.org/web-applications/davtest
470,https://github.com/thesp0nge/dawnscanner
471,https://github.com/gitdurandal/dbd
471,https://tools.kali.org/maintaining-access/dbd
472,http://www.cqure.net/wp/dbpwaudit/
473,https://github.com/taviso/dbusmap
474,http://sourceforge.net/projects/dc3dd
474,https://tools.kali.org/forensics/dc3dd
475,https://dcfldd.sourceforge.net/
477,https://github.com/kgretzky/dcrawl
478,https://www.gnu.org/software/ddrescue/ddrescue.html
478,https://tools.kali.org/forensics/ddrescue
479,https://github.com/0xd4d/de4dot/
480,https://github.com/byt3bl33d3r/DeathStar
481,https://github.com/UndeadSec/Debinject
482,https://github.com/SpiderLabs/deblaze
482,https://tools.kali.org/web-applications/deblaze
483,https://github.com/UltimateHackers/Decodify
484,https://github.com/takeshixx/deen
485,https://www.trustedsec.com/september/owning-dell-drac-awesome-hack/
486,https://github.com/PentesterES/Delorean
487,https://github.com/nccgroup/demiguise
488,http://midnightresearch.com/projects/depant/
489,https://github.com/galkan/depdep
490,https://github.com/beurtschipper/Depix
491,https://github.com/sensepost/det
492,https://github.com/spectresearch/detectem
493,https://github.com/horsicq/DIE-engine/releases
494,https://github.com/Yelp/detect-secrets
495,https://github.com/galkan/tools/tree/master/detect_sniffer
496,https://github.com/sonatype-nexus-community/DevAudit
497,https://github.com/DanMcInerney/device-pharmer
498,http://code.google.com/p/dex2jar
498,https://tools.kali.org/reverse-engineering/dex2jar
499,https://github.com/DexPatcher/dexpatcher-tool
500,https://tools.kali.org/forensics/dff
501,http://netsec.rs/70/tools.html
502,https://github.com/msuhanov/dfir_ntfs
503,https://github.com/philarkwright/DGA-Detection
504,https://github.com/MozillaSecurity/dharma
505,http://www.netpatch.ru/dhcdrop.html
507,https://github.com/elceef/dhcpf
508,https://github.com/kamorin/DHCPig
508,https://tools.kali.org/stress-testing/dhcpig
509,https://github.com/misje/dhcpoptinj
510,https://github.com/DidierStevens/DidierStevensSuite
511,http://kernel.embedromix.ro/us/
512,http://dirb.sourceforge.net/
512,https://tools.kali.org/web-applications/dirb
513,https://github.com/nccgroup/dirble
514,http://www.owasp.org/index.php/Category:OWASP_DirBuster_Project
514,https://tools.kali.org/web-applications/dirbuster
515,https://github.com/digination/dirbuster-ng
516,http://sourceforge.net/projects/httpdirscan/
517,https://github.com/hahwul/dirhunt
518,http://packetstormsecurity.com/files/117773/Directory-Scanner-Tool.html
519,https://github.com/Cillian-Collins/dirscraper
520,https://github.com/maurosoria/dirsearch
521,https://github.com/stefanoj3/dirstalk
523,https://blog.didierstevens.com/my-software/#disitool
524,http://www.hsc.fr/ressources/outils/dislocker
525,http://packetstormsecurity.com/files/125972/Coloured-ELF-File-Dissector.html
526,https://github.com/gdabah/distorm
527,https://tools.kali.org/reverse-engineering/distorm3
528,http://www.c0decafe.de/
529,https://github.com/Mr-Un1k0d3r/DKMC
530,https://dmde.com/download.html
531,http://vu1tur.eu.org/tools/
532,http://www.mor-pah.net/
532,https://tools.kali.org/information-gathering/dmitry
533,http://sourceforge.net/projects/dnmap/
533,https://tools.kali.org/information-gathering/dnmap
534,http://packetstormsecurity.com/files/118036/DNS-GeoIP.html
535,http://www.hsc.fr/ressources/outils/dns2tcp/index.html.en
535,https://tools.kali.org/maintaining-access/dns2tcp
536,http://packetfactory.openwall.net/projects/dnsa/index.html
537,http://code.google.com/p/dnsbf
538,https://github.com/d4rkcat/dnsbrute
539,http://thesprawl.org/projects/dnschef/
539,https://tools.kali.org/sniffingspoofing/dnschef
540,https://github.com/dmitescu/dnscobra
541,https://dnsdiag.org/
543,http://nullsecurity.net/tools/dos.html
544,http://www2.packetstormsecurity.org/cgi-bin/search/search.cgi?searchvalue=dnsenum
544,https://tools.kali.org/information-gathering/dnsenum
545,https://github.com/leonjza/dnsfilexfer
546,http://nullsecurity.net/tools/scanner.html
547,https://github.com/erbbysam/DNSGrep
548,http://dnsmap.googlecode.com
548,https://tools.kali.org/information-gathering/dnsmap
549,https://github.com/lorenzog/dns-parallel-prober
550,http://johnny.ihackstuff.com/
551,https://github.com/projectdiscovery/dnsprobe
552,https://github.com/0xd4d/dnSpy/
553,https://github.com/darkoperator/dnsrecon
553,https://tools.kali.org/information-gathering/dnsrecon
555,https://github.com/StalkR/dns-reverse-proxy
556,https://github.com/evilsocket/dnssearch
557,http://nullsecurity.net/tools/scanner.html
558,https://github.com/maurotfilho/dns-spoof
559,https://github.com/m57/dnsteal
560,https://www.mavetju.org/unix/dnstracer.php
560,https://tools.kali.org/information-gathering/dnstracer
561,https://github.com/elceef/dnstwist
562,https://github.com/vortexau/dnsvalidator
563,http://sourceforge.net/projects/dnswalk/
563,https://tools.kali.org/information-gathering/dnswalk
564,https://github.com/projectdiscovery/dnsx
565,https://github.com/whitel1st/docem
566,https://github.com/cr0hn/dockerscan
567,http://sourceforge.net/projects/domainanalyzer/
568,https://github.com/threatexpress/domainhunter
569,https://github.com/MarkBaggett/domain_stats
570,https://github.com/googleprojectzero/domato
571,https://github.com/coldfusion39/domi-owned
572,https://github.com/vysecurity/DomLink
573,https://github.com/TheWover/donut
574,https://github.com/wireghoul/doona
574,https://tools.kali.org/vulnerability-analysis/doona
575,https://github.com/AeonDave/doork
576,https://github.com/CoalfireLabs/crackHOR
577,https://github.com/utiso/dorkbot
578,https://github.com/blueudp/DorkMe
579,https://github.com/NullArray/DorkNet
580,https://tools.kali.org/reporting-tools/dos2unix
581,http://dotdotpwn.blogspot.com
581,https://tools.kali.org/information-gathering/dotdotpwn
582,https://www.jetbrains.com/decompiler/
583,http://www.toolswatch.org/dpe/
584,https://github.com/insaneisnotfree/Blue-Sky-Information-Security
585,https://github.com/D4Vinci/Dr0p1t-Framework
586,https://github.com/screetsec/Dracnmap
587,https://tools.kali.org/reporting-tools/dradis
588,http://dradisframework.org/
589,https://github.com/Shellntel/backdoors
590,https://github.com/ucsb-seclab/dr_checker
591,http://www.ex-parrot.com/~chris/driftnet/
592,https://github.com/emptymonkey/drinkme
593,https://github.com/dripcap/dripcap
594,http://www.blackhatlibrary.net/Dripper
595,https://github.com/droope/droopescan
596,https://github.com/mwrlabs/drozer
597,https://github.com/Tethik/drupal-module-enumeration
598,https://rubygems.org/gems/DrupalScan/
599,https://github.com/immunIT/drupwn
